"name","screen_name","text","polarity","subjectivity","label"
"Lil' Thottie","RessyRes13","RT @AdrianXpression: Take yall asses to sleep. Cramming RIGHT before class helps tho. You can regurgitate the answers you just saw minutes…","0.29","0.54","POSITIVE"
"gelene","lagniraceneleg","Here's to cramming and sleeping late and sabaw moments with the group, done with SHURMAN 💪 creds to @gcastasus https://t.co/YYNGqJyDZ6","-0.30","0.60","NEGATIVE"
"Jonathan","Ayo_Jono","RT @AdrianXpression: Take yall asses to sleep. Cramming RIGHT before class helps tho. You can regurgitate the answers you just saw minutes…","0.29","0.54","POSITIVE"
"Rebel Place","RebelPlaceApts","Time to say goodbye to tanning and hello to cramming! It seems like summer just started what happened?
#unlv… https://t.co/9eSJME1vDj","0.00","0.00","NEGATIVE"
"DK Seattle","DesireeSeattle","@ricksmg @shannieb5066 @JoeBerkowitz @MattWalshBlog Matt as a Catholic wrote a blog about the impact of cramming ga… https://t.co/qjFg5QnkpL","0.00","0.10","NEGATIVE"
"Lorrianne Valdez","iannevaldez","Cramming. 😱😱😱😱","0.00","0.00","NEGATIVE"
"arielle","ariellle13","I have an exam Wednesday and I didn't study anything from this week and now I'm cramming sm info in my small head and I can't:)breathe:)","0.13","0.70","POSITIVE"
"Deb Meissner ♥☮♥","dgm2","@rosereddeb6 @KeithUrban He was scheduled to end at 10:45 PM I don't know if they extended that time but he is cram… https://t.co/0LszwDpydz","0.00","0.00","NEGATIVE"
"Palupa","maddizipper","RT @Terfleaza: Bucket lists are humanity's way of cramming for a final.","0.00","1.00","NEGATIVE"
"Chris G. March 30th","ny_c","I may stay up till 12 to run through things but all nighters are ridiculous. Must be cramming or some shit. https://t.co/QchlNC92gh","-0.27","0.90","NEGATIVE"
"charlie brown","berniemacsho","RT @dril: Bog Off, Fuckazoid. Im Cramming Packets Beyond Digital Light Speed ,Injecting Pure Fire Into The Blogomedia SuperFrame For The Go…","0.20","0.40","POSITIVE"
"Cherry Smith","Puchunguita00","@Fact met my daily goal of laying in bed watching Hulu and cramming Cheetos down my pie hole#purehappiness","-0.08","0.14","NEGATIVE"
"🥑ivycado🥑","jaiivy_league","RT @AdrianXpression: Take yall asses to sleep. Cramming RIGHT before class helps tho. You can regurgitate the answers you just saw minutes…","0.29","0.54","POSITIVE"
"Russell","Russtarussell","Unexpectedly finished my ppt for monday reporting.

Me to Self: Kala ko ba magka-cramming tayo
Me to Self Again: Change is coming","0.10","1.00","POSITIVE"
"april 🌹","NJHDREWBIEBER","cramming is definitely our best friend !!!","0.50","0.40","POSITIVE"
"black vicious😈👑","christer_bell","RT @KneWKeeD: My kids would only have 5 years of cuteness tops. At 6, they start being woke and I'm not talking about the cramming lines fo…","0.00","1.00","NEGATIVE"
"🤴🏾","chiief_","@FOSTA__ ebi fact chale. u nor know a u nor know. last minute cramming of everything into your brain does nothing","0.00","0.07","NEGATIVE"
"Eric Okafor","KneWKeeD","My kids would only have 5 years of cuteness tops. At 6, they start being woke and I'm not talking about the cramming lines for a debate kind","0.30","0.95","POSITIVE"
"Donnarie Hales","halesbells82","@lathemfarms Having a blast! She's so excited about everything. Cramming a lot of sight seeing into our weekend.","0.38","0.75","POSITIVE"
"Ms. Douglass","DougLyfe_jr","RT @ElitePrepSAT: The Science of Cramming, or How to Prepare for Standardized Tests https://t.co/HOXMnJEipz

#testprep #ACT #SAT https://t.…","0.00","0.00","NEGATIVE"
"virtute ac fide","easmazing","always cramming hahahaha","0.20","0.50","POSITIVE"
"Gary D Chance","garydchance","@StaceyDooley Florida junk food haven. Must be a TGI Friday. Note how small the booth for cramming in four people.… https://t.co/dkWYWNikel","-0.25","0.40","NEGATIVE"
"Larry Legend","Larry007Legend","@nflnetwork shame on the NFL network for cramming our first games. Niners Giants steelers and chiefs fans should not have to miss our teams😔","0.25","0.33","POSITIVE"
"Julia Dy","julxdy","""wa diay moy study habits?"" NAA SD OY! CRAMMING NIGHT BEFORE EXAMS 😂","0.00","0.00","NEGATIVE"
"MCKVIANS","campusmckvie","Live Webinar: Cramming Creativity into Engineering Education #engineering #education https://t.co/xpu8sSJHMf","0.14","0.50","POSITIVE"
"Stephanie Bequer","MrsUrie03","I'm cramming a bunch of chem material rn just so I don't go into my ap chem class feeling dumb 😭","-0.38","0.50","NEGATIVE"
"natasha","inflatabletrex","RT @Terfleaza: Bucket lists are humanity's way of cramming for a final.","0.00","1.00","NEGATIVE"
"niki","jeminaparan","To cramming!!! 🍻 charrrr https://t.co/DB1juQTihg","0.00","0.00","NEGATIVE"
"Kat","alyylooves","Cramming 😶","0.00","0.00","NEGATIVE"
"S H E E N","sheen_denise","Kahit nasa jeep, nakalabas notebook 😂 thats what I like to call cramming","0.00","0.00","NEGATIVE"
"🕵🏿‍♀️","DominiqPeters","Cramming can be the difference between a 0% and a 50%. Im taking the 50 https://t.co/gohAVP0Vay","0.00","0.00","NEGATIVE"
"Cc's Pizza🍕","ccmarie1011","RT @ron_twice: Me cramming in another entire summer on the day before school starts https://t.co/dnlWY0NlBq","0.00","0.63","NEGATIVE"
"Florence Lyn✨","florenxoxo","Oh hell no it don't matter if I only got a 30 min nap before the test I'm cramming everything in boiiiii https://t.co/whZd6KxFZs","0.00","1.00","NEGATIVE"
"Black_beau","Blackbeau5","RT @AdrianXpression: Take yall asses to sleep. Cramming RIGHT before class helps tho. You can regurgitate the answers you just saw minutes…","0.29","0.54","POSITIVE"
"Angela Robinson","kawaiichan72","RT @kreeve: Cramming diminished library into Council offices - creates nice convenient offices for Council https://t.co/FbTO083CzO","0.60","1.00","POSITIVE"
"Woodville Physics","WPhyisics","RT @ElitePrepSAT: The Science of Cramming, or How to Prepare for Standardized Tests https://t.co/HOXMnJEipz

#testprep #ACT #SAT https://t.…","0.00","0.00","NEGATIVE"
"cheska","cheskahechaa","RT @laleliloluks: WHY ARE TEACHERS CRAMMING SUBJECTS TODAY ????","0.00","0.00","NEGATIVE"
"ames","amyngo_","Why am i cramming 12 hrs before","0.00","0.00","NEGATIVE"
"EianYan","Eian__Yann","Mag-activate ba ang aking cramming skills this weekend XD","0.00","0.00","NEGATIVE"
"KiwiEQ","KiwiiEQ","@herestotheguyeq Eventer shave been doing it off and on for ages. Besides cramming the mouth with so much metal I g… https://t.co/6ZS5D9va6R","0.20","0.20","POSITIVE"
"Elite Prep","ElitePrepSAT","The Science of Cramming, or How to Prepare for Standardized Tests https://t.co/HOXMnJEipz

#testprep #ACT #SAT https://t.co/f6e8gTE7QY","0.00","0.00","NEGATIVE"
"ㅈ ㅏ ㅣ ㄹ ㅏ ☤","meninjaiitease","cramming na namn this.. 😭😭😭","0.00","0.00","NEGATIVE"
"Metro McGurk","metrofla","RT @ganais_anais: @LBC Good old Lefty Robert De Niro, cramming a Luxury Hotel into Soho. Just what London needs..not!","0.41","0.40","POSITIVE"
"John Babin✊🏾","PureJohn","RT @AdrianXpression: Take yall asses to sleep. Cramming RIGHT before class helps tho. You can regurgitate the answers you just saw minutes…","0.29","0.54","POSITIVE"
"Serena Hope Thies","serenahopethies","Cramming in answers on a deadline while having a headache=no bueno. 😬","0.00","0.00","NEGATIVE"
"|auren","Babyzedsdead","RT @AdrianXpression: Take yall asses to sleep. Cramming RIGHT before class helps tho. You can regurgitate the answers you just saw minutes…","0.29","0.54","POSITIVE"
"Veronica Janelle","MissVeJanelle","RT @AdrianXpression: Take yall asses to sleep. Cramming RIGHT before class helps tho. You can regurgitate the answers you just saw minutes…","0.29","0.54","POSITIVE"
"Eric Lavery","Lave13","Proud of the brodie @Aqeeeeb07 we said we were going to b cramming, and now we cramming.","0.80","1.00","POSITIVE"
"Arian آریان","fakeArian","@will_crist @mean_63 stop im cramming the night before rn","0.00","0.00","NEGATIVE"
"MJ 🌼","MJRodriguezzzz","RT @aleacelka: Graduate of BS Cramming and No Sleep 😂 Thank you for the term 😘 https://t.co/xpg51646Vo","0.00","0.00","NEGATIVE"
"an ape has no name","taustinhuff","RT @MilesHighClub_: I just wanna point out that a real scholar wouldn't be cramming but this still bumps I guess https://t.co/kP5h2knQOP","0.20","0.30","POSITIVE"
"Jackie Fasone","JackieFasone","@drecavaleri Loving your race! Were you given a 10-min cramming session before writing the test? What were some of… https://t.co/wx7FIUFCT9","0.75","0.95","POSITIVE"
"Nicole","nicolehanash","i am gonna finish it today cuz if i don't ill result to cramming my book report but everyone in my family thinks im already planning to cram","-0.50","1.00","NEGATIVE"
"Agustin","beyxagustin","RT @AdrianXpression: Take yall asses to sleep. Cramming RIGHT before class helps tho. You can regurgitate the answers you just saw minutes…","0.29","0.54","POSITIVE"
"(◡‿◡✿)","ka_xingg","I wonder if cramming comebacks was SM's plan or it was a last minute thing.","0.00","0.07","NEGATIVE"
"Laiza Javier","Laizylaiza","I should be studying by now but lol cramming","0.80","0.70","POSITIVE"
"Mara Scott","marabscott","Wish I knew the French secret to the 4 day work https://t.co/zGIv56AAVP in theory great but just means cramming mor… https://t.co/AuSge6dAUH","0.13","0.48","POSITIVE"
"#ThePhotoHour","ThePhotoHour","Quick tip. Keep your hashtags/tags and mentions relevant. 
Cramming is spamming
#ThePhotoHour https://t.co/YJbqoSF9lC","0.37","0.70","POSITIVE"
"Nathan","Otnate","RT @cashmoneykyra: I happen to disagree with this statement . All nighters and cramming the hour before pretty much got me my associate's d…","0.23","0.60","POSITIVE"
"kirsten","kipauj","I take my midterm tomorrow and ofcourse i'm cramming","0.00","0.00","NEGATIVE"
"❤️Sik-K❤️","gsoulsmain","RT @AdrianXpression: Take yall asses to sleep. Cramming RIGHT before class helps tho. You can regurgitate the answers you just saw minutes…","0.29","0.54","POSITIVE"
"bbygirl✨","uhhmazing__","RT @AdrianXpression: Take yall asses to sleep. Cramming RIGHT before class helps tho. You can regurgitate the answers you just saw minutes…","0.29","0.54","POSITIVE"
"Sнayy.","_shaylareyna","And cramming right before 🗣 https://t.co/X4bdzrUpZv","0.29","0.54","POSITIVE"
"PlatanitoBae🇨🇺🇸🇻","esta_barbara","RT @AdrianXpression: Take yall asses to sleep. Cramming RIGHT before class helps tho. You can regurgitate the answers you just saw minutes…","0.29","0.54","POSITIVE"
"jec0","kierjerico","15 more minutes of petiks petiks before i go cramming like crazy 🤔","-0.05","0.70","NEGATIVE"
"migs","migstabilin","early
morning
cramming","0.10","0.30","POSITIVE"
"Kayla East","k_east14","My mom is cramming everything I haven't done in the past 18yrs into this next week before I move out👍🏼","-0.13","0.13","NEGATIVE"
"abby","sleepylilflower","RT @AndrewChamings: [commercial for boiling water]

*me just cramming hard spaghetti in my mouth and crunching*

narrator: there has to be…","-0.15","0.27","NEGATIVE"
"mariah carr","SarcasmToSpare","AP classes are a scam, 100%. Spend all year cramming and stressing to get a 3, or get a 4/5 and find out your uni w… https://t.co/VreXmndCxB","0.00","0.00","NEGATIVE"
"✧ RY PIXELS ✧","rypixels","RT @AdrianXpression: Take yall asses to sleep. Cramming RIGHT before class helps tho. You can regurgitate the answers you just saw minutes…","0.29","0.54","POSITIVE"
"hanna","Hannameowkins12","Cramming cosplays 101 😂","0.00","0.00","NEGATIVE"
"Cat","cattu","@RealDonLime @spicedsheila @DanLux_MA @FoxNews My point is he lost the meaning of his tweet by cramming it all in.… https://t.co/GhirkLHfhW","0.00","0.00","NEGATIVE"
"a 🌻","IunashaIes","RT @AndrewChamings: [commercial for boiling water]

*me just cramming hard spaghetti in my mouth and crunching*

narrator: there has to be…","-0.15","0.27","NEGATIVE"
"Jessica Lubien","JessicaLubien","@zara915 @xychelsea Why are they cramming this down our throats. Something is definitely off here.","-0.08","0.39","NEGATIVE"
"Jim Osborne","jimosborne98","@BasedMonitored I really am trying so hard to resist finding Obermann, taking his pacifier and cramming it in his ear!","-0.08","0.37","NEGATIVE"
"Denise Wecker-Seipke","WeckerSeipke1","@FoxNews Nothing to do with snowflake liberals -older students with bad joints, 6'6"" students cramming into small s… https://t.co/YaxUbwbeFn","-0.26","0.47","NEGATIVE"
"Blvck Unicorn","Mhorackz","@iam_mystiquee If you're lucky? Girl byeee.

Now I have to be cramming messages especially for slow responders. 
It… https://t.co/w2eX3w2OXl","0.01","0.74","POSITIVE"
"itsTyanna","CooperGirlT","RT @AdrianXpression: Take yall asses to sleep. Cramming RIGHT before class helps tho. You can regurgitate the answers you just saw minutes…","0.29","0.54","POSITIVE"
"Christine Elliott","chrissy_nicole9","The week before college is for cramming all the appointments you should've made during spring brake.","0.00","0.00","NEGATIVE"
"Sierra Lester","sierra_lester","RT @AdrianXpression: Take yall asses to sleep. Cramming RIGHT before class helps tho. You can regurgitate the answers you just saw minutes…","0.29","0.54","POSITIVE"
"Lemonade, Cuz I Slay","NaijaBeyHive","RT @AdrianXpression: Take yall asses to sleep. Cramming RIGHT before class helps tho. You can regurgitate the answers you just saw minutes…","0.29","0.54","POSITIVE"
"Charles Somera","CHArlesSomera7","Cramming is where my heart is. ❤️","0.00","0.00","NEGATIVE"
"carmela","carmelatolents","sana may best in cramming sa graduation","1.00","0.30","POSITIVE"
"Riri🌺🌸🌹","YoriSadat_Royal","RT @AdrianXpression: Take yall asses to sleep. Cramming RIGHT before class helps tho. You can regurgitate the answers you just saw minutes…","0.29","0.54","POSITIVE"
"Jayvel","kristililing","RT @MeithJoseph: in cramming, i believe","0.00","0.00","NEGATIVE"
"zbinski","zbinski","RT @Terfleaza: Bucket lists are humanity's way of cramming for a final.","0.00","1.00","NEGATIVE"
"Solo Un Guisante","Lip_Eclipse","RT @AdrianXpression: Take yall asses to sleep. Cramming RIGHT before class helps tho. You can regurgitate the answers you just saw minutes…","0.29","0.54","POSITIVE"
"RECLAIMING MY TIME","ennas_mood","RT @AdrianXpression: Take yall asses to sleep. Cramming RIGHT before class helps tho. You can regurgitate the answers you just saw minutes…","0.29","0.54","POSITIVE"
"Wizard Kelly","TheDDnavyyy","RT @AdrianXpression: Take yall asses to sleep. Cramming RIGHT before class helps tho. You can regurgitate the answers you just saw minutes…","0.29","0.54","POSITIVE"
"Miles","MilesHighClub_","I just wanna point out that a real scholar wouldn't be cramming but this still bumps I guess https://t.co/kP5h2knQOP","0.20","0.30","POSITIVE"
"21 Sandwhich","Lady_F1031","RT @AdrianXpression: Take yall asses to sleep. Cramming RIGHT before class helps tho. You can regurgitate the answers you just saw minutes…","0.29","0.54","POSITIVE"
"Salahodin A. Mala","salahodinam","Loooong quiz sa monday! Cramming!","0.00","0.00","NEGATIVE"
"LWANDLE🇪🇺","Audaciousblack","RT @AdrianXpression: Take yall asses to sleep. Cramming RIGHT before class helps tho. You can regurgitate the answers you just saw minutes…","0.29","0.54","POSITIVE"
"notlatavia🤸🏾‍♀️","simplylataviaa_","RT @AdrianXpression: Take yall asses to sleep. Cramming RIGHT before class helps tho. You can regurgitate the answers you just saw minutes…","0.29","0.54","POSITIVE"
"kenzie","kenzie_ousley","RT @AdrianXpression: Take yall asses to sleep. Cramming RIGHT before class helps tho. You can regurgitate the answers you just saw minutes…","0.29","0.54","POSITIVE"
"Rodiqua🇹🇹🇻🇨","Rodiqua_t","RT @AdrianXpression: Take yall asses to sleep. Cramming RIGHT before class helps tho. You can regurgitate the answers you just saw minutes…","0.29","0.54","POSITIVE"
"Barbara","ShencoRR","RT @anikasleem: Cramming another Forcing 2 Live in #Kaavan Cruel Space BIGGER PROBLEMS #FreeKaavan .@SenatePakistan https://t.co/ddfZHACjSd","-0.29","0.67","NEGATIVE"
"Mamakhe","OriMathoma","@TheRealDenzhe Lol heini! It was bad. Every match I was there cramming jersey no.s and names...I DIDN'T EVEN LIKE SOCCER  😂","0.15","0.68","POSITIVE"
"Susan McLellan","Speedqueenie","This is an average day for me. No class, just pottering about.

If only I could stop cramming junk in my mouth. https://t.co/NRdnwo81F2","-0.07","0.70","NEGATIVE"
"Dave Wain","thedavewain","Cramming Asylum movies for something. Immersing myself in this low budget awesomeness is making me so damn happy. https://t.co/YSAhpkoJkx","0.40","0.65","POSITIVE"
"Jay kay","jkthenewwave","RT @AdrianXpression: Take yall asses to sleep. Cramming RIGHT before class helps tho. You can regurgitate the answers you just saw minutes…","0.29","0.54","POSITIVE"
"tommy martin","Protom470Martin","RT @AdrianXpression: Take yall asses to sleep. Cramming RIGHT before class helps tho. You can regurgitate the answers you just saw minutes…","0.29","0.54","POSITIVE"
"beyoncé's titties","tierraisdead","RT @AdrianXpression: Take yall asses to sleep. Cramming RIGHT before class helps tho. You can regurgitate the answers you just saw minutes…","0.29","0.54","POSITIVE"
"Linz™💕","Linyonce4","RT @AdrianXpression: Take yall asses to sleep. Cramming RIGHT before class helps tho. You can regurgitate the answers you just saw minutes…","0.29","0.54","POSITIVE"
"ana","pantojajaja_","I've honestly gotten sooo many A's just from cramming the night or morning before. https://t.co/HlVJGwQGSH","0.55","0.70","POSITIVE"
"xxxdepreción","smhjaylin","RT @AdrianXpression: Take yall asses to sleep. Cramming RIGHT before class helps tho. You can regurgitate the answers you just saw minutes…","0.29","0.54","POSITIVE"
"Hushard Monroe ","goldelephanTzz","RT @AdrianXpression: Take yall asses to sleep. Cramming RIGHT before class helps tho. You can regurgitate the answers you just saw minutes…","0.29","0.54","POSITIVE"
"Carson Vaughan","carsonvaughan","When you have the perfect campsite and then 4 cars from Omaha try cramming into one site next to you and they all have tents and 3 kids...👎","0.50","0.50","POSITIVE"
"Marlena","CasadeNardi","This has been a hell of a wk between the @AmericanAir debacle, returning from three wks on the road, school starting, and cramming for CPA.","0.00","0.10","NEGATIVE"
"cinnamon toast","GoldenDollface","RT @AdrianXpression: Take yall asses to sleep. Cramming RIGHT before class helps tho. You can regurgitate the answers you just saw minutes…","0.29","0.54","POSITIVE"
"stefapie","stefapie","@dirtbagalien oh yay! i really hope you like it! i think it's hilarious, they did a great job cramming tons and tons of jokes in there","0.52","0.65","POSITIVE"
"Maureen Patrone","maureen_patrone","RT @anikasleem: Cramming another Forcing 2 Live in #Kaavan Cruel Space BIGGER PROBLEMS #FreeKaavan .@SenatePakistan https://t.co/ddfZHACjSd","-0.29","0.67","NEGATIVE"
".","___Queneee","No cramming this semester that's dead , it never helps , it just waste my time and have me falling asleep during the test with a headache 😴","-0.20","0.20","NEGATIVE"
"ᕕ( ᐛ )ᕗ","Ja_Zori","RT @AdrianXpression: Take yall asses to sleep. Cramming RIGHT before class helps tho. You can regurgitate the answers you just saw minutes…","0.29","0.54","POSITIVE"
"KZA","chittychittykan","RT @AdrianXpression: Take yall asses to sleep. Cramming RIGHT before class helps tho. You can regurgitate the answers you just saw minutes…","0.29","0.54","POSITIVE"
"CultChocolate","CultChocolate","RT @AdrianXpression: Take yall asses to sleep. Cramming RIGHT before class helps tho. You can regurgitate the answers you just saw minutes…","0.29","0.54","POSITIVE"
"✨LucifersLolita✨","luciferslolita","RT @AdrianXpression: Take yall asses to sleep. Cramming RIGHT before class helps tho. You can regurgitate the answers you just saw minutes…","0.29","0.54","POSITIVE"
"Eclipse","LunarEclipseX","RT @AdrianXpression: Take yall asses to sleep. Cramming RIGHT before class helps tho. You can regurgitate the answers you just saw minutes…","0.29","0.54","POSITIVE"
"King Lex ♈️","PLZxcuse_MYHAND","RT @AdrianXpression: Take yall asses to sleep. Cramming RIGHT before class helps tho. You can regurgitate the answers you just saw minutes…","0.29","0.54","POSITIVE"
"Pedal Stall","YonceHaunted","RT @AdrianXpression: Take yall asses to sleep. Cramming RIGHT before class helps tho. You can regurgitate the answers you just saw minutes…","0.29","0.54","POSITIVE"
"Ashley Mason","ashleytmason","Rise in unconditional offers underlines universities are becoming education factories cramming 400+ students on courses to get their £9k pa","0.28","0.43","POSITIVE"
"masona","mofanafosano","@isnapnature1 @ericavictoria__ why are u hyping that up, that’s a terrible way to study. Out of anything you should… https://t.co/2oghMfSHGB","-1.00","1.00","NEGATIVE"
"Tanyå","Kylie_Tanya","RT @AdrianXpression: Take yall asses to sleep. Cramming RIGHT before class helps tho. You can regurgitate the answers you just saw minutes…","0.29","0.54","POSITIVE"
"P.Rizzle","Awkward_Paris","RT @AdrianXpression: Take yall asses to sleep. Cramming RIGHT before class helps tho. You can regurgitate the answers you just saw minutes…","0.29","0.54","POSITIVE"
"The Librarian","AdrianXpression","Take yall asses to sleep. Cramming RIGHT before class helps tho. You can regurgitate the answers you just saw minut… https://t.co/iixQgU9Xs8","0.29","0.54","POSITIVE"
"jenny","jiniyeah_","cramming again hahaha!","0.25","0.40","POSITIVE"
"🃏Harley Quinn🃏","CassHummel","I have lots of shorts that are wider at my waist than how they fit on my thighs. Instead of cramming them in a pair… https://t.co/hPzvI6nc5F","0.40","0.40","POSITIVE"
"Celine","DayJardinz","@TheRealKD213 @micah_icy Me too. Qualified to MPhil and did the whole lot through cramming last two three days, everyone's different","0.07","0.36","POSITIVE"
"rosé","dmvillagonzalo","Cramming","0.00","0.00","NEGATIVE"
